epsilon,hops,dataset,beta,alpha_1,bound_lipschitz,max_accuracy
-1.0,3,chains,0.1,1,0.9,85.0
-1.0,3,chains,0.1,0.9,0.9,85.0
-1.0,3,chains,1,1,0.9,85.0
-1.0,3,chains,1,0.9,0.9,85.0
-1.0,3,chains,10,1,0.9,85.0
1.0,3,chains,1,0.9,0.9,60.0
1.0,3,chains,10,1,0.9,60.0
1.0,3,chains,10,0.9,0.9,60.0
1.0,3,chains,1,1,0.8,60.0
1.0,3,chains,1,0.9,0.8,60.0
2.0,3,chains,10,1,0.9,70.0
2.0,3,chains,10,0.9,0.6,65.0
2.0,3,chains,0.1,1,0.9,62.5
2.0,3,chains,0.1,0.9,0.9,60.0
2.0,3,chains,1,1,0.9,60.0
4.0,3,chains,1,1,0.9,67.5
4.0,3,chains,0.1,1,0.9,65.0
4.0,3,chains,10,0.9,0.9,65.0
4.0,3,chains,0.1,1,0.8,65.0
4.0,3,chains,10,1,0.8,65.0
8.0,3,chains,0.1,0.9,0.9,70.0
8.0,3,chains,0.1,1,0.8,70.0
8.0,3,chains,0.1,1,0.9,67.5
8.0,3,chains,10,1,0.8,67.5
8.0,3,chains,10,1,0.9,65.0
16.0,3,chains,10,1,0.9,70.0
16.0,3,chains,10,0.9,0.9,67.5
16.0,3,chains,1,1,0.8,65.0
16.0,3,chains,1,0.9,0.8,65.0
16.0,3,chains,10,1,0.8,65.0
32.0,3,chains,10,1,0.9,67.5
32.0,3,chains,1,0.9,0.8,67.5
32.0,3,chains,10,0.9,0.9,65.0
32.0,3,chains,1,1,0.8,65.0
32.0,3,chains,10,1,0.8,65.0
