epsilon,hops,dataset,beta,alpha_1,bound_lipschitz,max_accuracy
-1.0,4,chains,0.1,1,0.9,97.5
-1.0,4,chains,10,1,0.7,97.5
-1.0,4,chains,0.1,0.9,0.9,95.0
-1.0,4,chains,0.1,1,0.8,95.0
-1.0,4,chains,10,0.9,0.7,90.0
1.0,4,chains,10,0.9,0.7,70.0
1.0,4,chains,10,1,0.6,70.0
1.0,4,chains,10,0.9,0.6,67.5
1.0,4,chains,10,1,0.9,62.5
1.0,4,chains,10,1,0.8,62.5
2.0,4,chains,10,0.9,0.9,70.0
2.0,4,chains,10,0.9,0.8,70.0
2.0,4,chains,10,1,0.7,70.0
2.0,4,chains,10,1,0.9,67.5
2.0,4,chains,10,1,0.8,67.5
4.0,4,chains,10,1,0.9,77.5
4.0,4,chains,10,0.9,0.9,77.5
4.0,4,chains,10,1,0.8,75.0
4.0,4,chains,10,0.9,0.8,75.0
4.0,4,chains,10,1,0.7,75.0
8.0,4,chains,10,1,0.9,80.0
8.0,4,chains,10,0.9,0.9,80.0
8.0,4,chains,10,1,0.8,80.0
8.0,4,chains,10,0.9,0.8,80.0
8.0,4,chains,10,1,0.7,80.0
16.0,4,chains,10,1,0.9,77.5
16.0,4,chains,10,0.9,0.9,77.5
16.0,4,chains,10,1,0.8,77.5
16.0,4,chains,10,1,0.7,77.5
16.0,4,chains,10,0.9,0.7,77.5
32.0,4,chains,10,0.9,0.6,82.5
32.0,4,chains,10,1,0.6,80.0
32.0,4,chains,10,0.9,0.9,77.5
32.0,4,chains,1,1,0.8,77.5
32.0,4,chains,10,1,0.8,77.5
